-3.618206297493079676e-02,6.612822722981413770e-02,3.447397825423662576e-01,-4.395271040499620918e-02
1.958608286872602910e-01,-1.657817314737987935e-01,3.205620658908752141e-01,-1.634738792594239987e-01
3.477299354527790265e-01,6.053879525042451387e-02,1.720633791789198674e-01,-5.231737688510582074e-02
1.451047156235116542e-01,-1.017126431258273955e-01,2.409328634188826479e-01,-5.064455613109957594e-02
-1.118527001593395687e-01,-1.512883447044619800e-01,1.122108333969131927e-01,3.223766341139486791e-01
-3.451655264493878605e-01,-2.586682882651068494e-01,-1.659278584290895531e-01,3.149463389039526551e-02
1.475176224780641865e-01,-3.076780228274367257e-01,1.867277295857620589e-01,-2.503370603794642935e-01
-2.369636315598731835e-01,-1.181223340639450670e-01,1.936751166340162922e-01,-8.296817930262151419e-02
-3.632478699120578747e-01,-2.311288772191526786e-01,-2.210953808947774268e-01,1.191811780283742878e-01
-3.824329879699273627e-01,2.743399249689437158e-01,1.687565548759437650e-01,2.932230440239900690e-02
1.819166969048396226e-02,-2.456725282548021250e-01,1.021685768271501510e-01,2.091110139412137303e-01
2.301085508865638452e-01,1.030996711236549859e-02,2.890635215495221400e-01,2.620343238004190223e-01
-1.275836191825946153e-01,-2.237722131646442403e-01,-7.386617407037139593e-02,-1.471859516173157634e-01
-2.616427675949871134e-01,1.828836226366711282e-01,-5.758019960793079456e-02,-4.357158549898590416e-02
2.487214778849633212e-01,1.743963045469063278e-01,3.684182755730770475e-01,-2.400687651464646910e-01
-5.290215419843807138e-02,-1.201596762984930566e-01,3.037499206890593717e-01,-2.873240515476381263e-01
-2.120066768867439055e-01,-1.514366594519014064e-01,1.277372669609874896e-02,2.051008049319821558e-01
-1.381011380523929077e-01,-3.269032666223298245e-01,7.466655857619346193e-02,3.808735000281640026e-01
-6.346065766427760879e-02,3.266893158780871387e-01,1.343195237721800663e-05,-3.369241818251462184e-01
-1.139571832057700435e-01,-1.153538902701824187e-01,-3.294989779241088157e-01,-2.122183240496511580e-01
-2.898687375112117826e-01,-2.935289980362732476e-01,-2.207744434573802872e-01,-3.710670010774103078e-01
-5.578768855645423880e-02,-1.097776311915292374e-01,-5.534810802884718162e-02,-2.498178363422462189e-01
-3.575746657697719821e-01,-2.323840809470258395e-01,7.605874567151614529e-02,-4.721631321016334787e-02
8.478454385643655056e-02,-2.220901764748000329e-01,-2.527915865084718328e-01,-2.407529167303054940e-01
3.343453705757660765e-01,-2.104523414124192526e-01,4.813669100320989991e-02,2.583811907933303842e-01
-3.863454780344003359e-01,8.275355683180425637e-02,-1.745069692141337225e-01,-9.089912134952418676e-02
2.915860680440654929e-03,-1.560233763295843512e-01,-2.551242444770749906e-01,-6.054718562769949991e-02
-3.817810024633254695e-01,-2.584133845536525365e-01,-1.944927148240797876e-01,-1.929381775473990590e-01
