-3.657024005885115003e-01,-5.012116583278657111e-02,6.599181960358700694e-02,-3.741618688875799625e-01,1.866973421474171502e-01,3.758063537205297289e-01,-4.149299467189774236e-03
2.246311602806408403e-01,-3.458184325047239938e-01,-3.866175861515316337e-01,3.694261948208504287e-01,2.729042323464407616e-02,3.539505409713545880e-01,1.151125386418791335e-01
-2.809817715627762058e-01,-1.320530740027011339e-02,-2.987960973600543024e-01,-3.386822970278114964e-01,1.582779491984527276e-01,2.135137706161092386e-01,2.327658275176029690e-01
-2.095579219394503034e-01,-2.044484739126576148e-02,-1.893220343957247864e-01,3.832798938914817877e-02,-3.105613240079851955e-01,-9.158977847493064706e-02,-2.587530189461849650e-01
2.078988778584044128e-01,-1.526212949271644193e-01,-1.879544619334866514e-03,-3.828772353980348098e-01,-3.077736517319629161e-01,-1.977975056623632877e-01,5.152587825891159073e-02
2.744040421195262369e-01,6.852616188832078015e-02,-3.008475328297124940e-01,1.399570210850814567e-01,-2.559534022124403951e-01,-8.074575219753452049e-03,-7.168780896175530604e-02
3.029871522173718801e-01,-9.010042392918138354e-02,7.291703189953481837e-03,2.900212762339582917e-01,-1.861955795629432753e-01,-8.904937817457891924e-02,2.252294619104333318e-01
-2.164719469901451032e-01,2.406675760838661651e-02,-2.296890955151412173e-01,-1.776255845020780211e-01,3.076887622710079429e-01,-2.516732893025952489e-01,-1.901391866836999456e-01
-1.721185516701558560e-01,2.627798704308218283e-02,2.180989842361944209e-01,6.580880935974127433e-02,-1.475683441124759632e-01,2.087238049556277841e-01,-1.362794589109256882e-01
-2.654315910908827680e-01,-2.370296511764642677e-02,-1.639975633400564681e-01,-2.240015642054478048e-02,2.414310781580576992e-01,-1.679669631681243447e-01,-5.554685043710793496e-02
8.897142696020043928e-02,-3.400587895219411294e-01,-3.622829213942864168e-01,3.544731023631484401e-01,-1.039037187876374752e-01,5.147992187042366163e-02,3.768677705008278978e-02
1.836991910210897250e-01,1.992845606272727541e-02,-1.847895941619067672e-01,1.018150388441962928e-01,-1.787037551183898454e-01,4.251568233073760306e-02,-2.666932678678442942e-02
-2.752359500462794317e-01,3.227683319063503475e-01,2.926342310299105964e-01,-3.513966464169063914e-02,2.779890481442205963e-01,2.912411975675724407e-01,3.161731090646450193e-01
3.438315342570304467e-01,-2.839681430077757307e-01,-9.527512323431533425e-02,5.582206843240960364e-02,2.536134551945282145e-01,-7.892571138002453524e-02,-9.563719044831799770e-03
1.064863570110813340e-01,-1.381939905945003266e-01,1.599585899842609904e-01,-3.702251825042514599e-01,-3.754718607250489421e-02,-1.272895740912870222e-01,1.489443592348871637e-01
2.746334522985701687e-01,-2.352813948178309744e-01,-2.802512232848536899e-01,1.280180394617395356e-01,-6.808828823499103733e-02,-7.699061350751172997e-03,-2.153751951396149292e-02
-2.631245328043658183e-01,-1.522717159195852155e-01,-5.510301430415361079e-02,-3.917623068753715021e-01,5.535220770409651769e-02,-5.230890644626400021e-02,-1.503606308479797649e-01
2.202039152116393728e-01,-3.168305885513765241e-01,-1.627935625724729607e-01,3.743675352809370249e-01,-1.058641097079751278e-02,1.701372560884787666e-01,2.700810933350938359e-01
-1.346515349563993102e-01,-9.618809155963631286e-02,3.284668063554885276e-01,-2.138618231504667011e-01,-2.394816906470914886e-01,-6.922056784665259199e-02,2.222372101613940762e-02
-3.072620586263646869e-01,1.095834859426024349e-01,-1.532262137757934573e-01,-2.902516486254172468e-01,1.507953701381131717e-01,1.161781817741562722e-01,8.385887446037551540e-02
1.519619699629534415e-01,-3.398847210718944911e-01,-2.528403051436772190e-03,3.150696871704860014e-01,2.648001625709472950e-01,-3.457619713542945394e-01,-3.519070144901209618e-01
2.286050442571519181e-01,3.358997787204984209e-01,-1.587768442978049754e-01,1.532567849544247407e-01,1.646934406973795395e-01,2.812554976465318490e-01,1.422008120152957744e-01
9.641917860942410268e-02,-3.322588070983834574e-01,-3.527704467313637626e-01,-3.650732061177416887e-01,1.408489359160249033e-01,5.643662502565922195e-02,3.009601934874457652e-02
3.286520792664979207e-01,-1.287104913095480363e-01,-2.853819194251566368e-02,-3.364294947805611113e-01,3.550024340940617917e-01,-3.422937761446346872e-01,-1.101161672345650350e-01
-2.897608943175051799e-01,2.638049361298431816e-01,-1.108895023635297072e-01,1.193086659912915293e-01,-1.199852766843752389e-01,-2.188975911871674299e-02,1.573794105787421904e-01
-5.428968423450508674e-02,-2.251887124102704141e-01,2.471402143606194479e-01,-1.111682810745729805e-01,-1.454432450781821262e-01,2.160527085137427597e-02,2.767636106318535072e-01
9.411154956406384345e-03,-5.120636299858542101e-02,8.704546941942203908e-02,2.374554912520515926e-01,-1.044141496386121887e-01,-3.043234531736976334e-01,-1.563650518711119999e-02
8.222767760552758542e-02,2.532272756306588532e-02,-3.025773476140882767e-01,2.427057566172141079e-01,-2.463034321875477717e-01,2.425852145470177856e-01,-1.969755624678674877e-01
