-1.027126225734865256e-02,5.903911134375626479e-03,2.159705713088985388e-02,3.235810711326372185e-02,3.901699806908322243e-02,4.302395509004216384e-02,4.549330287392956002e-02,4.713301601248446465e-02,4.835375524374162931e-02,4.938029098321581462e-02,5.033031462625329328e-02
-1.250039049036453902e-02,2.454155373720577019e-03,1.787125387252566297e-02,2.898724517484109128e-02,3.635186459305218137e-02,4.117820219451970298e-02,4.440994248619687529e-02,4.665355399322015928e-02,4.827507954368893961e-02,4.949415834662401065e-02,5.044688476842550812e-02
-1.649048086496132312e-02,-3.416185900208851441e-03,1.183168382009742482e-02,2.379897221282119973e-02,3.252359763262410025e-02,3.885527901604486634e-02,4.350546365664201276e-02,4.695158605346901742e-02,4.950243505537244709e-02,5.136465051206109272e-02,5.268559283756367451e-02
-2.224136147354727200e-02,-1.237167149311876359e-02,1.386678748409840957e-03,1.263552662579377900e-02,2.097144470365453622e-02,2.706980838818975540e-02,3.158468770303449885e-02,3.498466761414446152e-02,3.758959923066074182e-02,3.962298960263314213e-02,4.124658449358226120e-02
-2.857530871242212542e-02,-2.215132994206984313e-02,-1.025851945981299911e-02,-3.296143475515226555e-04,6.908748251466992341e-03,1.205749179174020642e-02,1.575244841523743694e-02,1.845126117663779819e-02,2.046535217448261501e-02,2.201393382609325225e-02,2.325848485394673565e-02
-3.414962505179151842e-02,-3.021170321337924430e-02,-1.948582375666052524e-02,-1.037967731386603247e-02,-3.836711834036892529e-03,7.182745046197246694e-04,3.918639401597299489e-03,6.212455022081055274e-03,7.896273698734541241e-03,9.173703790177865913e-03,1.019191581693202828e-02
-3.818935614388052624e-02,-3.538424813534516572e-02,-2.496729049761784239e-02,-1.610759825190124367e-02,-9.829026957740672615e-03,-5.521267660235272545e-03,-2.522173007757430065e-03,-3.738919112767711129e-04,1.216763172995940752e-03,2.443121522511052576e-03,3.439201826489773559e-03
-4.054353029021103699e-02,-3.767315665189190088e-02,-2.694790333649724548e-02,-1.798951901728707350e-02,-1.175350718468851433e-02,-7.537647359753543545e-03,-4.627136345156796816e-03,-2.540813558470626787e-03,-9.795411856327116817e-04,2.462542178635013321e-04,1.261999354433067291e-03
-1.273262168700218556e-02,1.158953798705286697e-03,1.503431867224360417e-02,2.439376329104915586e-02,2.996768982721691177e-02,3.311742807040359005e-02,3.489257376902087093e-02,3.595725208784368576e-02,3.669278477537508965e-02,3.730401110643852963e-02,3.789482283254995421e-02
-1.474238568769438602e-02,-1.825265655528502317e-03,1.196120703246522643e-02,2.180450864325253132e-02,2.818759223089524132e-02,3.227724065846565571e-02,3.498699646248982359e-02,3.689671313085334664e-02,3.834206591701496553e-02,3.950799932848100826e-02,4.049482837856188677e-02
-1.866298829287664496e-02,-7.568542738549129990e-03,6.102215940752385090e-03,1.685837939032154217e-02,2.470567947877889275e-02,3.048933678686480825e-02,3.491739893083115054e-02,3.844262838510720953e-02,4.132421549249881004e-02,4.370395588513024260e-02,4.566231938668158241e-02
-2.442571379433859310e-02,-1.655024348044967578e-02,-4.270009653529660901e-03,5.961391420038247152e-03,1.367698398730369386e-02,1.952958242191623478e-02,2.415445416374845111e-02,2.797274903745027713e-02,3.122639278364494272e-02,3.404881063588775791e-02,3.652004680379688367e-02
-3.068207383599080851e-02,-2.613440748699075861e-02,-1.545076933714631742e-02,-6.211053881641601972e-03,7.086186952304545294e-04,5.851975205173799537e-03,9.835183007931277976e-03,1.307797727531399140e-02,1.582167854546497054e-02,1.820009930054502720e-02,2.029722449964533118e-02
-3.600346200841779420e-02,-3.363908402660898550e-02,-2.374565415396019674e-02,-1.498632482283485980e-02,-8.520327919032193512e-03,-3.841921180207011084e-03,-3.213041829614632664e-04,2.476563026031452369e-03,4.800933707228094947e-03,6.787474237510601402e-03,8.518907216938355342e-03
-3.967404458799474870e-02,-3.804383169571501355e-02,-2.809260725030796046e-02,-1.931603676886778365e-02,-1.296719347516783402e-02,-8.491380029743722871e-03,-5.210131075931206425e-03,-2.658135916569779548e-03,-5.702522583194822746e-04,1.195862147868147641e-03,2.723897657597825015e-03
-4.166567202190853830e-02,-3.961180898867400907e-02,-2.909243094717393202e-02,-2.007662490273363909e-02,-1.372037049680370664e-02,-9.349378394102859924e-03,-6.217008161490462058e-03,-3.825217016040629442e-03,-1.893719747524805165e-03,-2.731158148108826008e-04,1.122876693193753349e-03
-1.517699601992316023e-02,-3.551650444030799054e-03,8.518968404564460084e-03,1.646452676809201376e-02,2.090978621709348173e-02,2.313317548247489225e-02,2.413060821319430380e-02,2.453427807374380931e-02,2.470690738643627551e-02,2.484184845139014719e-02,2.503468420796035182e-02
-1.700359856750602305e-02,-6.166518824919892117e-03,5.944892030302636500e-03,1.443605762735816235e-02,1.969401678036557593e-02,2.283083107355332250e-02,2.474376204628450648e-02,2.601709366945216886e-02,2.699529932075740712e-02,2.786560807279736540e-02,2.871897089129454850e-02
-2.083568193500719840e-02,-1.176503137227546091e-02,2.862826756978917981e-04,9.743064820090694203e-03,1.651575724260832129e-02,2.141193492327688949e-02,2.515239353199438810e-02,2.822616870054674154e-02,3.092564252666238703e-02,3.340345297958782766e-02,3.572045741911011180e-02
-2.652925995893451461e-02,-2.062544604597662742e-02,-9.806696248983679323e-03,-6.226348686784671056e-04,6.322005732408098044e-03,1.161281175278829070e-02,1.588694239484476564e-02,1.960095089255288470e-02,2.302709789539380061e-02,2.629688479984938071e-02,2.944847346129816912e-02
-3.262378171451792153e-02,-2.987153608977959757e-02,-2.034214097591626955e-02,-1.176640496738822796e-02,-5.234393890577787242e-03,-3.151398788687424096e-04,3.593334014243192674e-03,6.947910024774807056e-03,1.002867216667246639e-02,1.297415704091775535e-02,1.582795428036645052e-02
-3.766341582653954384e-02,-3.678152806449762335e-02,-2.766602215794343803e-02,-1.920770844001748121e-02,-1.283439861811779166e-02,-8.170881114015135505e-03,-4.601486534116295581e-03,-1.646159218822711807e-03,9.952928837400154636e-04,3.476794948549374095e-03,5.853037162231730824e-03
-4.100300286519132503e-02,-4.049298842028947742e-02,-3.097871586038339689e-02,-2.224806848317361502e-02,-1.583121058069733578e-02,-1.128714905513268640e-02,-7.936024088169903526e-03,-5.258060767000802445e-03,-2.930787726359117187e-03,-7.875275360821584790e-04,1.234541746412079520e-03
-4.270546976479348139e-02,-4.146704387054978014e-02,-3.115178681210306610e-02,-2.205626427922069074e-02,-1.558708242330546570e-02,-1.114927543784640512e-02,-7.974370239068596239e-03,-5.502840970224721039e-03,-3.397977763302788539e-03,-1.489391479955404262e-03,2.873737417382627715e-04
-1.756090608980977186e-02,-8.143677599397403447e-03,2.190161254929513194e-03,8.786882794462420529e-03,1.215256017904631572e-02,1.347523871663190362e-02,1.369397740229553150e-02,1.340892565301435475e-02,1.296683937313974563e-02,1.255497582077906397e-02,1.226853882522669151e-02
-1.923007247514876492e-02,-1.046392008906966639e-02,7.439202231839029342e-06,7.201044804336135217e-03,1.137994954321982360e-02,1.356993769432934122e-02,1.462524119165514377e-02,1.511866858417295484e-02,1.540334712017090053e-02,1.568667496278441931e-02,1.608405693620992144e-02
-2.294642177127344945e-02,-1.589036628577143381e-02,-5.423948863920498992e-03,2.797319601316803576e-03,8.547743762146385940e-03,1.253848970794795709e-02,1.544495344843375972e-02,1.775318078328227966e-02,1.978558980436612852e-02,2.174772285567401139e-02,2.376203445783005644e-02
-2.849667639839644287e-02,-2.450343662410261678e-02,-1.508488512159001337e-02,-6.863299908172060780e-03,-6.157006974295968797e-04,4.109877429205743490e-03,7.879921510262974035e-03,1.113669849846288945e-02,1.418399414869450127e-02,1.721671217230002354e-02,2.034671418548073332e-02
-3.437175655520993689e-02,-3.332178292098189609e-02,-2.488785305042724716e-02,-1.689493537908376072e-02,-1.065957545949537850e-02,-5.922859925765688871e-03,-2.173125303272430749e-03,1.024012150679315955e-03,3.978538770965434936e-03,6.895363626324515528e-03,9.896914790959551039e-03
-3.913522479300744067e-02,-3.966571583847249005e-02,-3.130665083522021774e-02,-2.309706239406468520e-02,-1.673362577703437978e-02,-1.202369623824098635e-02,-8.437957349620880260e-03,-5.513742195569331858e-03,-2.918587547048607199e-03,-4.309136999489726963e-04,2.085488383341285289e-03
-4.220540167312029217e-02,-4.280654384337193030e-02,-3.375165532376576266e-02,-2.504246286104783864e-02,-1.849213889114412201e-02,-1.382355938350661104e-02,-1.042086114986914488e-02,-7.767048624585567648e-03,-5.501114020397061301e-03,-3.387758951813593048e-03,-1.284040916248144161e-03
-4.369917722090797818e-02,-4.332777469617256350e-02,-3.326313145395340398e-02,-2.407230914862305143e-02,-1.743441254600720108e-02,-1.288546406342225455e-02,-9.694036507415215373e-03,-7.287449320049732039e-03,-5.283085410180798913e-03,-3.440764943997272514e-03,-1.620226351913890608e-03
-1.984026544822798874e-02,-1.253901869815752211e-02,-3.842469503334316767e-03,1.513672405990046680e-03,3.910758726579682126e-03,4.439720776337949953e-03,3.976027948309892451e-03,3.080870351048892088e-03,2.078153701316495013e-03,1.142816019155577572e-03,3.651097440337402892e-04
-2.136576323347151932e-02,-1.461495166487567811e-02,-5.703183186613716357e-03,3.163445065409334171e-04,3.574644809860319516e-03,4.992327188365542311e-03,5.356311838413703799e-03,5.200339480353977951e-03,4.857286825619578502e-03,4.527955759405201223e-03,4.333053678301880714e-03
-2.493388124177442836e-02,-1.983441117919554700e-02,-1.088042069932344640e-02,-3.768488656195637717e-03,1.139403412197894511e-03,4.436405457824949862e-03,6.716190320453446251e-03,8.412244994727428177e-03,9.816705169274651810e-03,1.112543119861587534e-02,1.247440298634523888e-02
